country,central_bank,wikipedia_bank_url,source_type,source_label,role,governor_name,start_date,end_date,row_data
Taiwan *,Central Bank of the Republic of China (Taiwan),https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan),wikitable,№ Name Term of office Days Cabinet | List of governors,Governor,Yang Chin-long (楊金龍),26 February 2018,,"{'№ | Governor of CBC (Guangzhou)': '17', 'Name | Governor of CBC (Guangzhou)': 'Yang Chin-long (楊金龍)', 'Term of office | Governor of CBC (Guangzhou)': '26 February 2018', 'Term of office | Governor of CBC (Guangzhou).1': 'Incumbent', 'Days | Governor of CBC (Guangzhou)': '2985', 'Cabinet | Governor of CBC (Guangzhou)': 'William Lai Su Tseng-chang II Chen Chien-jen'}"
Tajikistan,National Bank of Tajikistan,https://en.wikipedia.org/wiki/National_Bank_of_Tajikistan,infobox,Chairman,Chair,Firdavs Tolibzoda,,,{'Chairman': 'Firdavs Tolibzoda [ 2 ]'}
Tanzania,Bank of Tanzania,https://en.wikipedia.org/wiki/Bank_of_Tanzania,infobox,Governor,Governor,Emmanuel Mpawe Tutuba,,,{'Governor': 'Emmanuel Mpawe Tutuba'}
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Prince Vivadhanajaya,27 November 1942,16 October 1946,"{'#': '1 (First term)', 'Name': 'Prince Vivadhanajaya', 'Took office': '27 November 1942', 'Left office': '16 October 1946'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Serm Vinicchayakul,17 October 1946,24 November 1947,"{'#': '2 (First term)', 'Name': 'Serm Vinicchayakul', 'Took office': '17 October 1946', 'Left office': '24 November 1947'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Leng Srisomwongse,25 November 1947,2 September 1948,"{'#': '3 (First term)', 'Name': 'Leng Srisomwongse', 'Took office': '25 November 1947', 'Left office': '2 September 1948'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Prince Vivadhanajaya,3 September 1948,2 December 1948,"{'#': '1 (Second term)', 'Name': 'Prince Vivadhanajaya', 'Took office': '3 September 1948', 'Left office': '2 December 1948'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Leng Srisomwongse,3 December 1948,3 August 1949,"{'#': '3 (Second term)', 'Name': 'Leng Srisomwongse', 'Took office': '3 December 1948', 'Left office': '3 August 1949'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,M.L. Dej Snidvongs,4 August 1949,29 February 1952,"{'#': '4', 'Name': 'M.L. Dej Snidvongs', 'Took office': '4 August 1949', 'Left office': '29 February 1952'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Serm Vinicchayakul,1 March 1952,24 July 1955,"{'#': '2 (Second term)', 'Name': 'Serm Vinicchayakul', 'Took office': '1 March 1952', 'Left office': '24 July 1955'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Kasem Sriphayak,25 July 1955,23 July 1958,"{'#': '5', 'Name': 'Kasem Sriphayak', 'Took office': '25 July 1955', 'Left office': '23 July 1958'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Jote Guna-Kasem,24 July 1958,3 May 1959,"{'#': '6', 'Name': 'Jote Guna-Kasem', 'Took office': '24 July 1958', 'Left office': '3 May 1959'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Puey Ungphakorn,11 June 1959,15 August 1971,"{'#': '7', 'Name': 'Puey Ungphakorn', 'Took office': '11 June 1959', 'Left office': '15 August 1971'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Bisudhi Nimmanhaemin,16 August 1971,23 May 1975,"{'#': '8', 'Name': 'Bisudhi Nimmanhaemin', 'Took office': '16 August 1971', 'Left office': '23 May 1975'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Snoh Unakul,24 May 1975,31 October 1979,"{'#': '9', 'Name': 'Snoh Unakul', 'Took office': '24 May 1975', 'Left office': '31 October 1979'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Nukul Prachuabmoh,1 Nov 1979,13 September 1984,"{'#': '10', 'Name': 'Nukul Prachuabmoh', 'Took office': '1 Nov 1979', 'Left office': '13 September 1984'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Kamchorn Sathirakul,14 September 1984,5 March 1990,"{'#': '11', 'Name': 'Kamchorn Sathirakul', 'Took office': '14 September 1984', 'Left office': '5 March 1990'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Chavalit Thanachanan,6 March 1990,30 September 1990,"{'#': '12', 'Name': 'Chavalit Thanachanan', 'Took office': '6 March 1990', 'Left office': '30 September 1990'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Vijit Supinit,1 October 1990,1 July 1996,"{'#': '13', 'Name': 'Vijit Supinit', 'Took office': '1 October 1990', 'Left office': '1 July 1996'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Rerngchai Marakanond,13 July 1996,28 July 1997,"{'#': '14', 'Name': 'Rerngchai Marakanond', 'Took office': '13 July 1996', 'Left office': '28 July 1997'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Chaiwat Wiboonsawat,31 July 1997,4 May 1998,"{'#': '15', 'Name': 'Chaiwat Wiboonsawat', 'Took office': '31 July 1997', 'Left office': '4 May 1998'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,M.R. Chatumongol Sonakul,7 May 1998,30 May 2001,"{'#': '16', 'Name': 'M.R. Chatumongol Sonakul', 'Took office': '7 May 1998', 'Left office': '30 May 2001'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,M.R. Pridiyathorn Devakula,31 May 2001,6 October 2006,"{'#': '17', 'Name': 'M.R. Pridiyathorn Devakula', 'Took office': '31 May 2001', 'Left office': '6 October 2006'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Tarisa Watanagase,8 November 2006,30 September 2010,"{'#': '18', 'Name': 'Tarisa Watanagase', 'Took office': '8 November 2006', 'Left office': '30 September 2010'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Prasarn Trairatvorakul,1 October 2010,30 September 2015,"{'#': '19', 'Name': 'Prasarn Trairatvorakul', 'Took office': '1 October 2010', 'Left office': '30 September 2015'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Veerathai Santiprabhob,1 October 2015,30 September 2020,"{'#': '20', 'Name': 'Veerathai Santiprabhob', 'Took office': '1 October 2015', 'Left office': '30 September 2020'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Sethaput Suthiwartnarueput,1 October 2020,30 September 2025,"{'#': '21', 'Name': 'Sethaput Suthiwartnarueput', 'Took office': '1 October 2020', 'Left office': '30 September 2025'}"
Thailand,Bank of Thailand,https://en.wikipedia.org/wiki/Bank_of_Thailand,wikitable,# Name Took office Left office | List of governors,Governor,Vitai Ratanakorn,1 October 2025,Present,"{'#': '22', 'Name': 'Vitai Ratanakorn', 'Took office': '1 October 2025', 'Left office': 'Present'}"
Timor-Leste,Timor-Leste Central Bank,https://en.wikipedia.org/wiki/Banco_Central_de_Timor-Leste,wikitable,Image Name Took office Left office Notes | Governors,Governor,Abraão de Vasconcelos,September 2011,Incumbent,"{'Name': 'Abraão de Vasconcelos', 'Took office': 'September 2011', 'Left office': 'Incumbent', 'Notes': '[3]'}"
Togo,Central Bank of West African States,https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States,infobox,Governor,Governor,Jean-Claude Brou,,,{'Governor': 'Jean-Claude Brou'}
Tonga,National Reserve Bank of Tonga,https://en.wikipedia.org/wiki/National_Reserve_Bank_of_Tonga,infobox,Governor,Governor,Tatafu Moeaki,,,{'Governor': 'Tatafu Moeaki'}
Transnistria *,Transnistrian Republican Bank,https://en.wikipedia.org/wiki/Transnistrian_Republican_Bank,infobox,Chairman,Chair,Vladislav Tidva,,,{'Chairman': 'Vladislav Tidva'}
Trinidad and Tobago,Central Bank of Trinidad and Tobago,https://en.wikipedia.org/wiki/Central_Bank_of_Trinidad_and_Tobago,infobox,Governor and Chairman,Chair,Larry Howai,,,{'Governor and Chairman': 'Larry Howai [ 2 ]'}
Tunisia,Central Bank of Tunisia,https://en.wikipedia.org/wiki/Central_Bank_of_Tunisia,infobox,Governor,Governor,Fethi Zouhair Nouri,,,{'Governor': 'Fethi Zouhair Nouri'}
Turkey,Central Bank of the Republic of Turkey,https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Turkey,infobox,Governor,Governor,Fatih Karahan,,,{'Governor': 'Fatih Karahan'}
Turkmenistan,Central Bank of Turkmenistan,https://en.wikipedia.org/wiki/Central_Bank_of_Turkmenistan,infobox,Governor,Governor,Toyly Owezgulyyevich Malikow,,,{'Governor': 'Toyly Owezgulyyevich Malikow'}
Uganda,Bank of Uganda,https://en.wikipedia.org/wiki/Bank_of_Uganda,infobox,Governor,Governor,Michael Atingi-Ego,,,{'Governor': 'Michael Atingi-Ego'}
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Volodymyr Matvienko,1991,1992,"{'No.': '1', 'Name': 'Volodymyr Matvienko', 'Took office': '1991', 'Left office': '1992'}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Vadym Hetman,1992,1992,"{'No.': '2', 'Name': 'Vadym Hetman', 'Took office': '1992', 'Left office': '1992'}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Viktor Yushchenko,1993,2000,"{'No.': '3', 'Name': 'Viktor Yushchenko', 'Took office': '1993', 'Left office': '2000'}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Volodymyr Stelmakh,2000,2002,"{'No.': '4', 'Name': 'Volodymyr Stelmakh', 'Took office': '2000', 'Left office': '2002'}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Sergiy Tigipko,2002,2004,"{'No.': '5', 'Name': 'Sergiy Tigipko', 'Took office': '2002', 'Left office': '2004'}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Volodymyr Stelmakh,2004,2010,"{'No.': '6', 'Name': 'Volodymyr Stelmakh', 'Took office': '2004', 'Left office': '2010'}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Serhiy Arbuzov,2010,2012,"{'No.': '7', 'Name': 'Serhiy Arbuzov', 'Took office': '2010', 'Left office': '2012'}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Ihor Sorkin,2013,2014,"{'No.': '8', 'Name': 'Ihor Sorkin', 'Took office': '2013', 'Left office': '2014'}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Stepan Kubiv,2014,2014,"{'No.': '9', 'Name': 'Stepan Kubiv', 'Took office': '2014[20][21]', 'Left office': '2014[22]'}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Valeriya Hontareva,2014,2017 On 11 May 2017 the bank installed deputy governor Yakiv Smoliy as acting governor.,"{'No.': '10', 'Name': 'Valeriya Hontareva', 'Took office': '2014[22][23]', 'Left office': '2017[24] On 11 May 2017 the bank installed deputy governor Yakiv Smoliy as acting governor.[25]'}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Yakiv Smoliy,2018,2020 On 3 July 2020 First Deputy Governor Kateryna Rozhkova temporarily assumed Smoliy's duties.,"{'No.': '11', 'Name': 'Yakiv Smoliy', 'Took office': '2018[26]', 'Left office': ""2020[27] On 3 July 2020 First Deputy Governor Kateryna Rozhkova temporarily assumed Smoliy's duties.[28]""}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Kyrylo Shevchenko,2020,Asked for his resignation on 4 October 2022. Dismissed by parliament two days later.,"{'No.': '12', 'Name': 'Kyrylo Shevchenko', 'Took office': '2020[29]', 'Left office': 'Asked for his resignation on 4 October 2022.[18][30] Dismissed by parliament two days later.[31]'}"
Ukraine,National Bank of Ukraine,https://en.wikipedia.org/wiki/National_Bank_of_Ukraine,wikitable,No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine,Governor,Andriy Pyshnyi,2022,actual,"{'No.': '13', 'Name': 'Andriy Pyshnyi', 'Took office': '2022[2]', 'Left office': 'actual'}"
United Arab Emirates,Central Bank of the United Arab Emirates,https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates,wikitable,Governor Took office Left office Notes | Governors,Governor,Ronald Scott,? - 1975,1977,"{'Governor': 'Ronald Scott', 'Took office': '? - 1975', 'Left office': '1977', 'Notes': 'Director of the Currency Board'}"
United Arab Emirates,Central Bank of the United Arab Emirates,https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates,wikitable,Governor Took office Left office Notes | Governors,Governor,Abdelmalik al-Hamar,1977,1980,"{'Governor': 'Abdelmalik al-Hamar', 'Took office': '1977[5]', 'Left office': '1980', 'Notes': 'Director of the Currency Board'}"
United Arab Emirates,Central Bank of the United Arab Emirates,https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates,wikitable,Governor Took office Left office Notes | Governors,Governor,Abdelmalik al-Hamar,1980,1991,"{'Governor': 'Abdelmalik al-Hamar', 'Took office': '1980', 'Left office': '1991', 'Notes': 'First governor, Bahraini[6][7]'}"
United Arab Emirates,Central Bank of the United Arab Emirates,https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates,wikitable,Governor Took office Left office Notes | Governors,Governor,Sultan bin Nasser al-Suwaidi,December 1991,September 2014,"{'Governor': 'Sultan bin Nasser al-Suwaidi', 'Took office': 'December 1991[8]', 'Left office': 'September 2014[9]'}"
United Arab Emirates,Central Bank of the United Arab Emirates,https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates,wikitable,Governor Took office Left office Notes | Governors,Governor,Mubarak Rashid al-Mansoori,September 2014,2020,"{'Governor': 'Mubarak Rashid al-Mansoori', 'Took office': 'September 2014', 'Left office': '2020', 'Notes': '[10]'}"
United Arab Emirates,Central Bank of the United Arab Emirates,https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates,wikitable,Governor Took office Left office Notes | Governors,Governor,Abdulhamid M. Saeed,April 2020,April 2021,"{'Governor': 'Abdulhamid M. Saeed', 'Took office': 'April 2020', 'Left office': 'April 2021', 'Notes': '[10]'}"
United Arab Emirates,Central Bank of the United Arab Emirates,https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates,wikitable,Governor Took office Left office Notes | Governors,Governor,Khaled Mohamed Balama,April 2021,,"{'Governor': 'Khaled Mohamed Balama', 'Took office': 'April 2021', 'Notes': '[11]'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Samuel Gladstone,1899,1901,"{'Name': 'Samuel Gladstone', 'Period': '1899–1901'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Augustus Prevost,1901,1903,"{'Name': 'Augustus Prevost', 'Period': '1901–1903'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Samuel Morley,1903,1905,"{'Name': 'Samuel Morley', 'Period': '1903–1905'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Alexander Wallace,1905,1907,"{'Name': 'Alexander Wallace', 'Period': '1905–1907'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,William Campbell,1907,1909,"{'Name': 'William Campbell', 'Period': '1907–1909'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Reginald Eden Johnston,1909,1911,"{'Name': 'Reginald Eden Johnston', 'Period': '1909–1911'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Alfred Cole,1911,1913,"{'Name': 'Alfred Cole', 'Period': '1911–1913'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Walter Cunliffe,1913,1918,"{'Name': 'Walter Cunliffe', 'Period': '1913–1918'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Brien Cokayne,1918,1920,"{'Name': 'Brien Cokayne', 'Period': '1918–1920'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Montagu Norman,1920,1944,"{'Name': 'Montagu Norman', 'Period': '1920–1944'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Thomas Catto,1944,1949,"{'Name': 'Thomas Catto', 'Period': '1944–1949'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Cameron Cobbold,1949,1961,"{'Name': 'Cameron Cobbold', 'Period': '1949–1961'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Rowland Baring (3rd Earl of Cromer),1961,1966,"{'Name': 'Rowland Baring (3rd Earl of Cromer)', 'Period': '1961–1966'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Leslie O'Brien,1966,1973,"{'Name': ""Leslie O'Brien"", 'Period': '1966–1973'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Gordon Richardson,1973,1983,"{'Name': 'Gordon Richardson', 'Period': '1973–1983'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Robert Leigh-Pemberton,1983,1993,"{'Name': 'Robert Leigh-Pemberton', 'Period': '1983–1993'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Edward George,1993,2003,"{'Name': 'Edward George', 'Period': '1993–2003'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Mervyn King,2003,2013,"{'Name': 'Mervyn King', 'Period': '2003–2013'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Mark Carney,2013,2020,"{'Name': 'Mark Carney', 'Period': '2013–2020'}"
United Kingdom,Bank of England,https://en.wikipedia.org/wiki/Bank_of_England,wikitable,Name Period | Governors,Governor,Andrew Bailey,2020,present,"{'Name': 'Andrew Bailey', 'Period': '2020–present'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,Susan M. Collins,,,"{'District Number': '1', 'Letter': 'A', 'Federal Reserve Bank': 'Boston', 'Website': 'https://www.bostonfed.org', 'President': 'Susan M. Collins'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,John C. Williams,,,"{'District Number': '2', 'Letter': 'B', 'Federal Reserve Bank': 'New York City', 'Website': 'http://www.newyorkfed.org', 'President': 'John C. Williams'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,Patrick T. Harker,,,"{'District Number': '3', 'Letter': 'C', 'Federal Reserve Bank': 'Philadelphia', 'Website': 'http://www.philadelphiafed.org', 'President': 'Patrick T. Harker'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,Beth M. Hammack,,,"{'District Number': '4', 'Letter': 'D', 'Federal Reserve Bank': 'Cleveland', 'Branches': 'Cincinnati, Ohio Pittsburgh, Pennsylvania', 'Website': 'http://www.clevelandfed.org', 'President': 'Beth M. Hammack'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,Thomas Barkin,,,"{'District Number': '5', 'Letter': 'E', 'Federal Reserve Bank': 'Richmond', 'Branches': 'Baltimore, Maryland Charlotte, North Carolina', 'Website': 'http://www.richmondfed.org', 'President': 'Thomas Barkin'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,Raphael Bostic,,,"{'District Number': '6', 'Letter': 'F', 'Federal Reserve Bank': 'Atlanta', 'Branches': 'Birmingham, Alabama Jacksonville, Florida Miami, Florida Nashville, Tennessee New Orleans, Louisiana', 'Website': 'http://www.atlantafed.org/', 'President': 'Raphael Bostic'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,Austan Goolsbee,,,"{'District Number': '7', 'Letter': 'G', 'Federal Reserve Bank': 'Chicago', 'Branches': 'Detroit, Michigan', 'Website': 'http://www.chicagofed.org', 'President': 'Austan Goolsbee'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,James B. Bullard,,,"{'District Number': '8', 'Letter': 'H', 'Federal Reserve Bank': 'St. Louis', 'Branches': 'Little Rock, Arkansas Louisville, Kentucky Memphis, Tennessee', 'Website': 'http://www.stlouisfed.org', 'President': 'James B. Bullard'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,Neel Kashkari,,,"{'District Number': '9', 'Letter': 'I', 'Federal Reserve Bank': 'Minneapolis', 'Branches': 'Helena, Montana', 'Website': 'https://www.minneapolisfed.org', 'President': 'Neel Kashkari'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,Jeffrey Schmid,,,"{'District Number': '10', 'Letter': 'J', 'Federal Reserve Bank': 'Kansas City', 'Branches': 'Denver, Colorado Oklahoma City, Oklahoma Omaha, Nebraska', 'Website': 'http://www.kansascityfed.org', 'President': 'Jeffrey Schmid'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,Lorie K. Logan,,,"{'District Number': '11', 'Letter': 'K', 'Federal Reserve Bank': 'Dallas', 'Branches': 'El Paso, Texas Houston, Texas San Antonio, Texas', 'Website': 'http://www.dallasfed.org', 'President': 'Lorie K. Logan'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,District Number Letter Federal Reserve Bank Branches Website President | Structure,President,Mary C. Daly,,,"{'District Number': '12', 'Letter': 'L', 'Federal Reserve Bank': 'San Francisco', 'Branches': 'Los Angeles, California Portland, Oregon Salt Lake City, Utah Seattle, Washington', 'Website': 'http://www.frbsf.org', 'President': 'Mary C. Daly'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,Portrait Current governor Party Term start Term expires | List of members of the board of governors,Governor,Jerome Powell (Chair),"February 5, 2018 (as chair) May 23, 2022 (reappointment)",,"{'Current governor': 'Jerome Powell (Chair)', 'Party': 'Republican', 'Term start': 'February 5, 2018 (as chair) May 23, 2022 (reappointment)', 'Term expires': 'May 15, 2026 (as chair)'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,Portrait Current governor Party Term start Term expires | List of members of the board of governors,Governor,Jerome Powell (Chair),"May 25, 2012 (as governor) June 16, 2014 (reappointment)",,"{'Current governor': 'Jerome Powell (Chair)', 'Party': 'Republican', 'Term start': 'May 25, 2012 (as governor) June 16, 2014 (reappointment)', 'Term expires': 'January 31, 2028 (as governor)'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,Portrait Current governor Party Term start Term expires | List of members of the board of governors,Governor,Philip Jefferson (Vice Chair),"September 13, 2023 (as vice chair)",,"{'Current governor': 'Philip Jefferson (Vice Chair)', 'Party': 'Democratic', 'Term start': 'September 13, 2023 (as vice chair)', 'Term expires': 'September 7, 2027 (as vice chair)'}"
United States,Federal Reserve,https://en.wikipedia.org/wiki/Federal_Reserve,wikitable,Portrait Current governor Party Term start Term expires | List of members of the board of governors,Governor,Philip Jefferson (Vice Chair),"May 23, 2022 (as governor)",,"{'Current governor': 'Philip Jefferson (Vice Chair)', 'Party': 'Democratic', 'Term start': 'May 23, 2022 (as governor)', 'Term expires': 'January 31, 2036 (as governor)'}"
