country;central_bank;wikipedia_bank_url;source_type;source_label;row_kind;row_data;resolved_row_data
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '1', 'Name | Governor of CBC (Guangzhou)': 'T. V. Soong (宋子文)', 'Term of office | Governor of CBC (Guangzhou)': 'February 1932', 'Term of office | Governor of CBC (Guangzhou).1': '6 April 1933'};{'№ | Governor of CBC (Guangzhou)': '1', 'Name | Governor of CBC (Guangzhou)': 'T. V. Soong (宋子文)', 'Term of office | Governor of CBC (Guangzhou)': 'February 1932', 'Term of office | Governor of CBC (Guangzhou).1': '6 April 1933'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '2', 'Name | Governor of CBC (Guangzhou)': 'H. H. Kung (孔祥熙)', 'Term of office | Governor of CBC (Guangzhou)': '6 April 1933', 'Term of office | Governor of CBC (Guangzhou).1': '26 July 1945', 'Days | Governor of CBC (Guangzhou)': '4494'};{'№ | Governor of CBC (Guangzhou)': '2', 'Name | Governor of CBC (Guangzhou)': 'H. H. Kung (孔祥熙)', 'Term of office | Governor of CBC (Guangzhou)': '6 April 1933', 'Term of office | Governor of CBC (Guangzhou).1': '26 July 1945', 'Days | Governor of CBC (Guangzhou)': '4494'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '3', 'Name | Governor of CBC (Guangzhou)': 'Yu Hung-chun (俞鴻鈞)', 'Term of office | Governor of CBC (Guangzhou)': '26 July 1945', 'Term of office | Governor of CBC (Guangzhou).1': '6 February 1946', 'Days | Governor of CBC (Guangzhou)': '195'};{'№ | Governor of CBC (Guangzhou)': '3', 'Name | Governor of CBC (Guangzhou)': 'Yu Hung-chun (俞鴻鈞)', 'Term of office | Governor of CBC (Guangzhou)': '26 July 1945', 'Term of office | Governor of CBC (Guangzhou).1': '6 February 1946', 'Days | Governor of CBC (Guangzhou)': '195'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '4', 'Name | Governor of CBC (Guangzhou)': 'Tsuyee Pei (貝祖貽)', 'Term of office | Governor of CBC (Guangzhou)': '6 February 1946', 'Term of office | Governor of CBC (Guangzhou).1': '28 February 1947', 'Days | Governor of CBC (Guangzhou)': '387'};{'№ | Governor of CBC (Guangzhou)': '4', 'Name | Governor of CBC (Guangzhou)': 'Tsuyee Pei (貝祖貽)', 'Term of office | Governor of CBC (Guangzhou)': '6 February 1946', 'Term of office | Governor of CBC (Guangzhou).1': '28 February 1947', 'Days | Governor of CBC (Guangzhou)': '387'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '5', 'Name | Governor of CBC (Guangzhou)': 'Chang Kia-ngau (張嘉璈)', 'Term of office | Governor of CBC (Guangzhou)': '1 March 1947', 'Term of office | Governor of CBC (Guangzhou).1': '21 May 1948', 'Days | Governor of CBC (Guangzhou)': '447', 'Cabinet | Governor of CBC (Guangzhou)': 'Zhang Qun'};{'№ | Governor of CBC (Guangzhou)': '5', 'Name | Governor of CBC (Guangzhou)': 'Chang Kia-ngau (張嘉璈)', 'Term of office | Governor of CBC (Guangzhou)': '1 March 1947', 'Term of office | Governor of CBC (Guangzhou).1': '21 May 1948', 'Days | Governor of CBC (Guangzhou)': '447', 'Cabinet | Governor of CBC (Guangzhou)': 'Zhang Qun'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '6', 'Name | Governor of CBC (Guangzhou)': 'Yu Hung-chun (俞鴻鈞)', 'Term of office | Governor of CBC (Guangzhou)': '21 May 1948', 'Term of office | Governor of CBC (Guangzhou).1': '19 January 1949', 'Days | Governor of CBC (Guangzhou)': '243', 'Cabinet | Governor of CBC (Guangzhou)': 'Weng Wenhao Sun Fo'};{'№ | Governor of CBC (Guangzhou)': '6', 'Name | Governor of CBC (Guangzhou)': 'Yu Hung-chun (俞鴻鈞)', 'Term of office | Governor of CBC (Guangzhou)': '21 May 1948', 'Term of office | Governor of CBC (Guangzhou).1': '19 January 1949', 'Days | Governor of CBC (Guangzhou)': '243', 'Cabinet | Governor of CBC (Guangzhou)': 'Weng Wenhao Sun Fo'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '7', 'Name | Governor of CBC (Guangzhou)': 'Liu Kung-yun (劉攻芸)', 'Term of office | Governor of CBC (Guangzhou)': '19 January 1949', 'Term of office | Governor of CBC (Guangzhou).1': '24 June 1949', 'Days | Governor of CBC (Guangzhou)': '156', 'Cabinet | Governor of CBC (Guangzhou)': 'Sun Fo He Yingqin Yan Xishan'};{'№ | Governor of CBC (Guangzhou)': '7', 'Name | Governor of CBC (Guangzhou)': 'Liu Kung-yun (劉攻芸)', 'Term of office | Governor of CBC (Guangzhou)': '19 January 1949', 'Term of office | Governor of CBC (Guangzhou).1': '24 June 1949', 'Days | Governor of CBC (Guangzhou)': '156', 'Cabinet | Governor of CBC (Guangzhou)': 'Sun Fo He Yingqin Yan Xishan'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '8', 'Name | Governor of CBC (Guangzhou)': 'Hsu Kan (徐堪)', 'Term of office | Governor of CBC (Guangzhou)': '24 June 1949', 'Term of office | Governor of CBC (Guangzhou).1': '5 October 1949', 'Days | Governor of CBC (Guangzhou)': '1199', 'Cabinet | Governor of CBC (Guangzhou)': 'Yan Xishan'};{'№ | Governor of CBC (Guangzhou)': '8', 'Name | Governor of CBC (Guangzhou)': 'Hsu Kan (徐堪)', 'Term of office | Governor of CBC (Guangzhou)': '24 June 1949', 'Term of office | Governor of CBC (Guangzhou).1': '5 October 1949', 'Days | Governor of CBC (Guangzhou)': '1199', 'Cabinet | Governor of CBC (Guangzhou)': 'Yan Xishan'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '9', 'Name | Governor of CBC (Guangzhou)': 'Yu Hung-chun (俞鴻鈞)', 'Term of office | Governor of CBC (Guangzhou)': '26 January 1950', 'Term of office | Governor of CBC (Guangzhou).1': '1 June 1960', 'Days | Governor of CBC (Guangzhou)': '3779', 'Cabinet | Governor of CBC (Guangzhou)': 'Yan Xishan Chen Cheng I Yu Hung-chun Chen Cheng II'};{'№ | Governor of CBC (Guangzhou)': '9', 'Name | Governor of CBC (Guangzhou)': 'Yu Hung-chun (俞鴻鈞)', 'Term of office | Governor of CBC (Guangzhou)': '26 January 1950', 'Term of office | Governor of CBC (Guangzhou).1': '1 June 1960', 'Days | Governor of CBC (Guangzhou)': '3779', 'Cabinet | Governor of CBC (Guangzhou)': 'Yan Xishan Chen Cheng I Yu Hung-chun Chen Cheng II'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '10', 'Name | Governor of CBC (Guangzhou)': 'Hsu Po-yuan (徐柏園)', 'Term of office | Governor of CBC (Guangzhou)': '27 July 1960', 'Term of office | Governor of CBC (Guangzhou).1': '29 April 1969', 'Days | Governor of CBC (Guangzhou)': '3198', 'Cabinet | Governor of CBC (Guangzhou)': 'Chen Cheng II Yen Chia-kan'};{'№ | Governor of CBC (Guangzhou)': '10', 'Name | Governor of CBC (Guangzhou)': 'Hsu Po-yuan (徐柏園)', 'Term of office | Governor of CBC (Guangzhou)': '27 July 1960', 'Term of office | Governor of CBC (Guangzhou).1': '29 April 1969', 'Days | Governor of CBC (Guangzhou)': '3198', 'Cabinet | Governor of CBC (Guangzhou)': 'Chen Cheng II Yen Chia-kan'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '11', 'Name | Governor of CBC (Guangzhou)': 'Yu Kuo-hwa (俞國華)', 'Term of office | Governor of CBC (Guangzhou)': '25 June 1969', 'Term of office | Governor of CBC (Guangzhou).1': '30 May 1984', 'Days | Governor of CBC (Guangzhou)': '5453', 'Cabinet | Governor of CBC (Guangzhou)': 'Yen Chia-kan Chiang Ching-kuo Sun Yun-suan Yu Kuo-hua'};{'№ | Governor of CBC (Guangzhou)': '11', 'Name | Governor of CBC (Guangzhou)': 'Yu Kuo-hwa (俞國華)', 'Term of office | Governor of CBC (Guangzhou)': '25 June 1969', 'Term of office | Governor of CBC (Guangzhou).1': '30 May 1984', 'Days | Governor of CBC (Guangzhou)': '5453', 'Cabinet | Governor of CBC (Guangzhou)': 'Yen Chia-kan Chiang Ching-kuo Sun Yun-suan Yu Kuo-hua'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '12', 'Name | Governor of CBC (Guangzhou)': 'Chang Chi-cheng (張繼正)', 'Term of office | Governor of CBC (Guangzhou)': '21 June 1984', 'Term of office | Governor of CBC (Guangzhou).1': 'June 1989', 'Cabinet | Governor of CBC (Guangzhou)': 'Yu Kuo-hua Lee Huan'};{'№ | Governor of CBC (Guangzhou)': '12', 'Name | Governor of CBC (Guangzhou)': 'Chang Chi-cheng (張繼正)', 'Term of office | Governor of CBC (Guangzhou)': '21 June 1984', 'Term of office | Governor of CBC (Guangzhou).1': 'June 1989', 'Cabinet | Governor of CBC (Guangzhou)': 'Yu Kuo-hua Lee Huan'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '13', 'Name | Governor of CBC (Guangzhou)': 'Hsieh Sam-chung (謝森中)', 'Term of office | Governor of CBC (Guangzhou)': 'June 1989', 'Term of office | Governor of CBC (Guangzhou).1': 'May 1994', 'Cabinet | Governor of CBC (Guangzhou)': 'Lee Huan Hau Pei-tsun Lien Chan'};{'№ | Governor of CBC (Guangzhou)': '13', 'Name | Governor of CBC (Guangzhou)': 'Hsieh Sam-chung (謝森中)', 'Term of office | Governor of CBC (Guangzhou)': 'June 1989', 'Term of office | Governor of CBC (Guangzhou).1': 'May 1994', 'Cabinet | Governor of CBC (Guangzhou)': 'Lee Huan Hau Pei-tsun Lien Chan'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '14', 'Name | Governor of CBC (Guangzhou)': 'Liang Kuo-shu (梁國樹)', 'Term of office | Governor of CBC (Guangzhou)': '1 June 1994', 'Term of office | Governor of CBC (Guangzhou).1': '20 March 1995', 'Cabinet | Governor of CBC (Guangzhou)': 'Lien Chan'};{'№ | Governor of CBC (Guangzhou)': '14', 'Name | Governor of CBC (Guangzhou)': 'Liang Kuo-shu (梁國樹)', 'Term of office | Governor of CBC (Guangzhou)': '1 June 1994', 'Term of office | Governor of CBC (Guangzhou).1': '20 March 1995', 'Cabinet | Governor of CBC (Guangzhou)': 'Lien Chan'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '15', 'Name | Governor of CBC (Guangzhou)': 'Sheu Yuan-dong (許遠東)', 'Term of office | Governor of CBC (Guangzhou)': '20 March 1995', 'Term of office | Governor of CBC (Guangzhou).1': '16 February 1998', 'Days | Governor of CBC (Guangzhou)': '1064', 'Cabinet | Governor of CBC (Guangzhou)': 'Lien Chan Vincent Siew'};{'№ | Governor of CBC (Guangzhou)': '15', 'Name | Governor of CBC (Guangzhou)': 'Sheu Yuan-dong (許遠東)', 'Term of office | Governor of CBC (Guangzhou)': '20 March 1995', 'Term of office | Governor of CBC (Guangzhou).1': '16 February 1998', 'Days | Governor of CBC (Guangzhou)': '1064', 'Cabinet | Governor of CBC (Guangzhou)': 'Lien Chan Vincent Siew'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '16', 'Name | Governor of CBC (Guangzhou)': 'Perng Fai-nan (彭淮南)', 'Term of office | Governor of CBC (Guangzhou)': '25 February 1998', 'Term of office | Governor of CBC (Guangzhou).1': '26 February 2018', 'Days | Governor of CBC (Guangzhou)': '7306', 'Cabinet | Governor of CBC (Guangzhou)': 'Vincent Siew Tang Fei Chang Chun-hsiung I Yu Shyi-kun Frank Hsieh Su Tseng-chang I Chang Chun-hsiung II Liu Chao-shiuan Wu Den-yih Sean Chen Jiang Yi-huah Mao Chi-kuo Chang San-cheng Lin Chuan William Lai'};{'№ | Governor of CBC (Guangzhou)': '16', 'Name | Governor of CBC (Guangzhou)': 'Perng Fai-nan (彭淮南)', 'Term of office | Governor of CBC (Guangzhou)': '25 February 1998', 'Term of office | Governor of CBC (Guangzhou).1': '26 February 2018', 'Days | Governor of CBC (Guangzhou)': '7306', 'Cabinet | Governor of CBC (Guangzhou)': 'Vincent Siew Tang Fei Chang Chun-hsiung I Yu Shyi-kun Frank Hsieh Su Tseng-chang I Chang Chun-hsiung II Liu Chao-shiuan Wu Den-yih Sean Chen Jiang Yi-huah Mao Chi-kuo Chang San-cheng Lin Chuan William Lai'}
Taiwan *;Central Bank of the Republic of China (Taiwan);https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_China_(Taiwan);wikitable;№ Name Term of office Days Cabinet | List of governors;data;{'№ | Governor of CBC (Guangzhou)': '17', 'Name | Governor of CBC (Guangzhou)': 'Yang Chin-long (楊金龍)', 'Term of office | Governor of CBC (Guangzhou)': '26 February 2018', 'Term of office | Governor of CBC (Guangzhou).1': 'Incumbent', 'Days | Governor of CBC (Guangzhou)': '2985', 'Cabinet | Governor of CBC (Guangzhou)': 'William Lai Su Tseng-chang II Chen Chien-jen'};{'№ | Governor of CBC (Guangzhou)': '17', 'Name | Governor of CBC (Guangzhou)': 'Yang Chin-long (楊金龍)', 'Term of office | Governor of CBC (Guangzhou)': '26 February 2018', 'Term of office | Governor of CBC (Guangzhou).1': 'Incumbent', 'Days | Governor of CBC (Guangzhou)': '2985', 'Cabinet | Governor of CBC (Guangzhou)': 'William Lai Su Tseng-chang II Chen Chien-jen'}
Tajikistan;National Bank of Tajikistan;https://en.wikipedia.org/wiki/National_Bank_of_Tajikistan;infobox;Chairman;data;{'Chairman': 'Firdavs Tolibzoda'};{'Chairman': 'Firdavs Tolibzoda'}
Tanzania;Bank of Tanzania;https://en.wikipedia.org/wiki/Bank_of_Tanzania;infobox;Governor;data;{'Governor': 'Emmanuel Mpawe Tutuba'};{'Governor': 'Emmanuel Mpawe Tutuba'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '1 (First term)', 'Name': 'Prince Vivadhanajaya', 'Took office': '27 November 1942', 'Left office': '16 October 1946'};{'#': '1 (First term)', 'Name': 'Prince Vivadhanajaya', 'Took office': '27 November 1942', 'Left office': '16 October 1946'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '2 (First term)', 'Name': 'Serm Vinicchayakul', 'Took office': '17 October 1946', 'Left office': '24 November 1947'};{'#': '2 (First term)', 'Name': 'Serm Vinicchayakul', 'Took office': '17 October 1946', 'Left office': '24 November 1947'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '3 (First term)', 'Name': 'Leng Srisomwongse', 'Took office': '25 November 1947', 'Left office': '2 September 1948'};{'#': '3 (First term)', 'Name': 'Leng Srisomwongse', 'Took office': '25 November 1947', 'Left office': '2 September 1948'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '1 (Second term)', 'Name': 'Prince Vivadhanajaya', 'Took office': '3 September 1948', 'Left office': '2 December 1948'};{'#': '1 (Second term)', 'Name': 'Prince Vivadhanajaya', 'Took office': '3 September 1948', 'Left office': '2 December 1948'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '3 (Second term)', 'Name': 'Leng Srisomwongse', 'Took office': '3 December 1948', 'Left office': '3 August 1949'};{'#': '3 (Second term)', 'Name': 'Leng Srisomwongse', 'Took office': '3 December 1948', 'Left office': '3 August 1949'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '4', 'Name': 'M.L. Dej Snidvongs', 'Took office': '4 August 1949', 'Left office': '29 February 1952'};{'#': '4', 'Name': 'M.L. Dej Snidvongs', 'Took office': '4 August 1949', 'Left office': '29 February 1952'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '2 (Second term)', 'Name': 'Serm Vinicchayakul', 'Took office': '1 March 1952', 'Left office': '24 July 1955'};{'#': '2 (Second term)', 'Name': 'Serm Vinicchayakul', 'Took office': '1 March 1952', 'Left office': '24 July 1955'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '5', 'Name': 'Kasem Sriphayak', 'Took office': '25 July 1955', 'Left office': '23 July 1958'};{'#': '5', 'Name': 'Kasem Sriphayak', 'Took office': '25 July 1955', 'Left office': '23 July 1958'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '6', 'Name': 'Jote Guna-Kasem', 'Took office': '24 July 1958', 'Left office': '3 May 1959'};{'#': '6', 'Name': 'Jote Guna-Kasem', 'Took office': '24 July 1958', 'Left office': '3 May 1959'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '7', 'Name': 'Puey Ungphakorn', 'Took office': '11 June 1959', 'Left office': '15 August 1971'};{'#': '7', 'Name': 'Puey Ungphakorn', 'Took office': '11 June 1959', 'Left office': '15 August 1971'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '8', 'Name': 'Bisudhi Nimmanhaemin', 'Took office': '16 August 1971', 'Left office': '23 May 1975'};{'#': '8', 'Name': 'Bisudhi Nimmanhaemin', 'Took office': '16 August 1971', 'Left office': '23 May 1975'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '9', 'Name': 'Snoh Unakul', 'Took office': '24 May 1975', 'Left office': '31 October 1979'};{'#': '9', 'Name': 'Snoh Unakul', 'Took office': '24 May 1975', 'Left office': '31 October 1979'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '10', 'Name': 'Nukul Prachuabmoh', 'Took office': '1 Nov 1979', 'Left office': '13 September 1984'};{'#': '10', 'Name': 'Nukul Prachuabmoh', 'Took office': '1 Nov 1979', 'Left office': '13 September 1984'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '11', 'Name': 'Kamchorn Sathirakul', 'Took office': '14 September 1984', 'Left office': '5 March 1990'};{'#': '11', 'Name': 'Kamchorn Sathirakul', 'Took office': '14 September 1984', 'Left office': '5 March 1990'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '12', 'Name': 'Chavalit Thanachanan', 'Took office': '6 March 1990', 'Left office': '30 September 1990'};{'#': '12', 'Name': 'Chavalit Thanachanan', 'Took office': '6 March 1990', 'Left office': '30 September 1990'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '13', 'Name': 'Vijit Supinit', 'Took office': '1 October 1990', 'Left office': '1 July 1996'};{'#': '13', 'Name': 'Vijit Supinit', 'Took office': '1 October 1990', 'Left office': '1 July 1996'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '14', 'Name': 'Rerngchai Marakanond', 'Took office': '13 July 1996', 'Left office': '28 July 1997'};{'#': '14', 'Name': 'Rerngchai Marakanond', 'Took office': '13 July 1996', 'Left office': '28 July 1997'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '15', 'Name': 'Chaiwat Wiboonsawat', 'Took office': '31 July 1997', 'Left office': '4 May 1998'};{'#': '15', 'Name': 'Chaiwat Wiboonsawat', 'Took office': '31 July 1997', 'Left office': '4 May 1998'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '16', 'Name': 'M.R. Chatumongol Sonakul', 'Took office': '7 May 1998', 'Left office': '30 May 2001'};{'#': '16', 'Name': 'M.R. Chatumongol Sonakul', 'Took office': '7 May 1998', 'Left office': '30 May 2001'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '17', 'Name': 'M.R. Pridiyathorn Devakula', 'Took office': '31 May 2001', 'Left office': '6 October 2006'};{'#': '17', 'Name': 'M.R. Pridiyathorn Devakula', 'Took office': '31 May 2001', 'Left office': '6 October 2006'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '18', 'Name': 'Tarisa Watanagase', 'Took office': '8 November 2006', 'Left office': '30 September 2010'};{'#': '18', 'Name': 'Tarisa Watanagase', 'Took office': '8 November 2006', 'Left office': '30 September 2010'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '19', 'Name': 'Prasarn Trairatvorakul', 'Took office': '1 October 2010', 'Left office': '30 September 2015'};{'#': '19', 'Name': 'Prasarn Trairatvorakul', 'Took office': '1 October 2010', 'Left office': '30 September 2015'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '20', 'Name': 'Veerathai Santiprabhob', 'Took office': '1 October 2015', 'Left office': '30 September 2020'};{'#': '20', 'Name': 'Veerathai Santiprabhob', 'Took office': '1 October 2015', 'Left office': '30 September 2020'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '21', 'Name': 'Sethaput Suthiwartnarueput', 'Took office': '1 October 2020', 'Left office': '30 September 2025'};{'#': '21', 'Name': 'Sethaput Suthiwartnarueput', 'Took office': '1 October 2020', 'Left office': '30 September 2025'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;data;{'#': '22', 'Name': 'Vitai Ratanakorn', 'Took office': '1 October 2025', 'Left office': 'Present'};{'#': '22', 'Name': 'Vitai Ratanakorn', 'Took office': '1 October 2025', 'Left office': 'Present'}
Timor-Leste;Timor-Leste Central Bank;https://en.wikipedia.org/wiki/Banco_Central_de_Timor-Leste;wikitable;Image Name Took office Left office Notes | Governors;data;{'Name': 'Abraão de Vasconcelos', 'Took office': 'September 2011', 'Left office': 'Incumbent'};{'Name': 'Abraão de Vasconcelos', 'Took office': 'September 2011', 'Left office': 'Incumbent'}
Togo;Central Bank of West African States;https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States;infobox;Governor;data;{'Governor': 'Jean-Claude Brou'};{'Governor': 'Jean-Claude Brou'}
Tonga;National Reserve Bank of Tonga;https://en.wikipedia.org/wiki/National_Reserve_Bank_of_Tonga;infobox;Governor;data;{'Governor': 'Tatafu Moeaki'};{'Governor': 'Tatafu Moeaki'}
Transnistria *;Transnistrian Republican Bank;https://en.wikipedia.org/wiki/Transnistrian_Republican_Bank;infobox;Chairman;data;{'Chairman': 'Vladislav Tidva'};{'Chairman': 'Vladislav Tidva'}
Trinidad and Tobago;Central Bank of Trinidad and Tobago;https://en.wikipedia.org/wiki/Central_Bank_of_Trinidad_and_Tobago;infobox;Governor and Chairman;data;{'Governor and Chairman': 'Larry Howai'};{'Governor and Chairman': 'Larry Howai'}
Tunisia;Central Bank of Tunisia;https://en.wikipedia.org/wiki/Central_Bank_of_Tunisia;infobox;Governor;data;{'Governor': 'Fethi Zouhair Nouri'};{'Governor': 'Fethi Zouhair Nouri'}
Turkey;Central Bank of the Republic of Turkey;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Turkey;infobox;Governor;data;{'Governor': 'Fatih Karahan'};{'Governor': 'Fatih Karahan'}
Turkmenistan;Central Bank of Turkmenistan;https://en.wikipedia.org/wiki/Central_Bank_of_Turkmenistan;infobox;Governor;data;{'Governor': 'Toyly Owezgulyyevich Malikow'};{'Governor': 'Toyly Owezgulyyevich Malikow'}
Uganda;Bank of Uganda;https://en.wikipedia.org/wiki/Bank_of_Uganda;infobox;Governor;data;{'Governor': 'Michael Atingi-Ego'};{'Governor': 'Michael Atingi-Ego'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;data;{'No.': '1', 'Name': 'Volodymyr Matvienko', 'Took office': '1991', 'Left office': '1992'};{'No.': '1', 'Name': 'Volodymyr Matvienko', 'Took office': '1991', 'Left office': '1992'}
