country;central_bank;wikipedia_bank_url;source_type;source_label;row_data
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '2 (First term)', 'Name': 'Serm Vinicchayakul', 'Took office': '17 October 1946', 'Left office': '24 November 1947'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '3 (First term)', 'Name': 'Leng Srisomwongse', 'Took office': '25 November 1947', 'Left office': '2 September 1948'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '1 (Second term)', 'Name': 'Prince Vivadhanajaya', 'Took office': '3 September 1948', 'Left office': '2 December 1948'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '3 (Second term)', 'Name': 'Leng Srisomwongse', 'Took office': '3 December 1948', 'Left office': '3 August 1949'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '4', 'Name': 'M.L. Dej Snidvongs', 'Took office': '4 August 1949', 'Left office': '29 February 1952'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '2 (Second term)', 'Name': 'Serm Vinicchayakul', 'Took office': '1 March 1952', 'Left office': '24 July 1955'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '5', 'Name': 'Kasem Sriphayak', 'Took office': '25 July 1955', 'Left office': '23 July 1958'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '6', 'Name': 'Jote Guna-Kasem', 'Took office': '24 July 1958', 'Left office': '3 May 1959'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '7', 'Name': 'Puey Ungphakorn', 'Took office': '11 June 1959', 'Left office': '15 August 1971'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '8', 'Name': 'Bisudhi Nimmanhaemin', 'Took office': '16 August 1971', 'Left office': '23 May 1975'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '9', 'Name': 'Snoh Unakul', 'Took office': '24 May 1975', 'Left office': '31 October 1979'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '10', 'Name': 'Nukul Prachuabmoh', 'Took office': '1 Nov 1979', 'Left office': '13 September 1984'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '11', 'Name': 'Kamchorn Sathirakul', 'Took office': '14 September 1984', 'Left office': '5 March 1990'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '12', 'Name': 'Chavalit Thanachanan', 'Took office': '6 March 1990', 'Left office': '30 September 1990'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '13', 'Name': 'Vijit Supinit', 'Took office': '1 October 1990', 'Left office': '1 July 1996'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '14', 'Name': 'Rerngchai Marakanond', 'Took office': '13 July 1996', 'Left office': '28 July 1997'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '15', 'Name': 'Chaiwat Wiboonsawat', 'Took office': '31 July 1997', 'Left office': '4 May 1998'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '16', 'Name': 'M.R. Chatumongol Sonakul', 'Took office': '7 May 1998', 'Left office': '30 May 2001'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '17', 'Name': 'M.R. Pridiyathorn Devakula', 'Took office': '31 May 2001', 'Left office': '6 October 2006'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '18', 'Name': 'Tarisa Watanagase', 'Took office': '8 November 2006', 'Left office': '30 September 2010'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '19', 'Name': 'Prasarn Trairatvorakul', 'Took office': '1 October 2010', 'Left office': '30 September 2015'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '20', 'Name': 'Veerathai Santiprabhob', 'Took office': '1 October 2015', 'Left office': '30 September 2020'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '21', 'Name': 'Sethaput Suthiwartnarueput', 'Took office': '1 October 2020', 'Left office': '30 September 2025'}
Thailand;Bank of Thailand;https://en.wikipedia.org/wiki/Bank_of_Thailand;wikitable;# Name Took office Left office | List of governors;{'#': '22', 'Name': 'Vitai Ratanakorn', 'Took office': '1 October 2025', 'Left office': 'Present'}
Timor-Leste;Timor-Leste Central Bank;https://en.wikipedia.org/wiki/Banco_Central_de_Timor-Leste;wikitable;Image Name Took office Left office Notes | Governors;{'Image': 'nan', 'Name': 'Abraão de Vasconcelos', 'Took office': 'September 2011', 'Left office': 'Incumbent'}
Togo;Central Bank of West African States;https://en.wikipedia.org/wiki/Central_Bank_of_West_African_States;infobox;Governor;{'Governor': 'Jean-Claude Brou'}
Tonga;National Reserve Bank of Tonga;https://en.wikipedia.org/wiki/National_Reserve_Bank_of_Tonga;infobox;Governor;{'Governor': 'Tatafu Moeaki'}
Transnistria *;Transnistrian Republican Bank;https://en.wikipedia.org/wiki/Transnistrian_Republican_Bank;infobox;Chairman;{'Chairman': 'Vladislav Tidva'}
Trinidad and Tobago;Central Bank of Trinidad and Tobago;https://en.wikipedia.org/wiki/Central_Bank_of_Trinidad_and_Tobago;infobox;Governor and Chairman;{'Governor and Chairman': 'Larry Howai'}
Tunisia;Central Bank of Tunisia;https://en.wikipedia.org/wiki/Central_Bank_of_Tunisia;infobox;Governor;{'Governor': 'Fethi Zouhair Nouri'}
Turkey;Central Bank of the Republic of Turkey;https://en.wikipedia.org/wiki/Central_Bank_of_the_Republic_of_Turkey;infobox;Governor;{'Governor': 'Fatih Karahan'}
Turkmenistan;Central Bank of Turkmenistan;https://en.wikipedia.org/wiki/Central_Bank_of_Turkmenistan;infobox;Governor;{'Governor': 'Toyly Owezgulyyevich Malikow'}
Uganda;Bank of Uganda;https://en.wikipedia.org/wiki/Bank_of_Uganda;infobox;Governor;{'Governor': 'Michael Atingi-Ego'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '1', 'Portrait': 'nan', 'Name': 'Volodymyr Matvienko', 'Took office': '1991', 'Left office': '1992'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '2', 'Portrait': 'nan', 'Name': 'Vadym Hetman', 'Took office': '1992', 'Left office': '1992'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '3', 'Portrait': 'nan', 'Name': 'Viktor Yushchenko', 'Took office': '1993', 'Left office': '2000'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '4', 'Portrait': 'nan', 'Name': 'Volodymyr Stelmakh', 'Took office': '2000', 'Left office': '2002'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '5', 'Portrait': 'nan', 'Name': 'Sergiy Tigipko', 'Took office': '2002', 'Left office': '2004'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '6', 'Portrait': 'nan', 'Name': 'Volodymyr Stelmakh', 'Took office': '2004', 'Left office': '2010'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '7', 'Portrait': 'nan', 'Name': 'Serhiy Arbuzov', 'Took office': '2010', 'Left office': '2012'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '8', 'Portrait': 'nan', 'Name': 'Ihor Sorkin', 'Took office': '2013', 'Left office': '2014'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '9', 'Portrait': 'nan', 'Name': 'Stepan Kubiv', 'Took office': '2014', 'Left office': '2014'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '10', 'Portrait': 'nan', 'Name': 'Valeriya Hontareva', 'Took office': '2014', 'Left office': '2017 On 11 May 2017 the bank installed deputy governor Yakiv Smoliy as acting governor.'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;"{'No.': '11', 'Portrait': 'nan', 'Name': 'Yakiv Smoliy', 'Took office': '2018', 'Left office': ""2020 On 3 July 2020 First Deputy Governor Kateryna Rozhkova temporarily assumed Smoliy's duties.""}"
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '12', 'Portrait': 'nan', 'Name': 'Kyrylo Shevchenko', 'Took office': '2020', 'Left office': 'Asked for his resignation on 4 October 2022. Dismissed by parliament two days later.'}
Ukraine;National Bank of Ukraine;https://en.wikipedia.org/wiki/National_Bank_of_Ukraine;wikitable;No. Portrait Name Took office Left office | Governors of the National Bank of Ukraine;{'No.': '13', 'Portrait': 'nan', 'Name': 'Andriy Pyshnyi', 'Took office': '2022', 'Left office': 'actual'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Ronald Scott', 'Took office': '? - 1975', 'Left office': '1977', 'Notes': 'Director of the Currency Board'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Abdelmalik al-Hamar', 'Took office': '1977', 'Left office': '1980', 'Notes': 'Director of the Currency Board'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Abdelmalik al-Hamar', 'Took office': '1980', 'Left office': '1991', 'Notes': 'First governor, Bahraini'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Sultan bin Nasser al-Suwaidi', 'Took office': 'December 1991', 'Left office': 'September 2014', 'Notes': 'nan'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Mubarak Rashid al-Mansoori', 'Took office': 'September 2014', 'Left office': '2020'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Abdulhamid M. Saeed', 'Took office': 'April 2020', 'Left office': 'April 2021'}
United Arab Emirates;Central Bank of the United Arab Emirates;https://en.wikipedia.org/wiki/Central_Bank_of_the_United_Arab_Emirates;wikitable;Governor Took office Left office Notes | Governors;{'Governor': 'Khaled Mohamed Balama', 'Took office': 'April 2021', 'Left office': 'nan'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Samuel Gladstone', 'Period': '1899–1901'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Augustus Prevost', 'Period': '1901–1903'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Samuel Morley', 'Period': '1903–1905'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Alexander Wallace', 'Period': '1905–1907'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'William Campbell', 'Period': '1907–1909'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Reginald Eden Johnston', 'Period': '1909–1911'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Alfred Cole', 'Period': '1911–1913'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Walter Cunliffe', 'Period': '1913–1918'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Brien Cokayne', 'Period': '1918–1920'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Montagu Norman', 'Period': '1920–1944'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Thomas Catto', 'Period': '1944–1949'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Cameron Cobbold', 'Period': '1949–1961'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Rowland Baring (3rd Earl of Cromer)', 'Period': '1961–1966'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;"{'Name': ""Leslie O'Brien"", 'Period': '1966–1973'}"
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Gordon Richardson', 'Period': '1973–1983'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Robert Leigh-Pemberton', 'Period': '1983–1993'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Edward George', 'Period': '1993–2003'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Mervyn King', 'Period': '2003–2013'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Mark Carney', 'Period': '2013–2020'}
United Kingdom;Bank of England;https://en.wikipedia.org/wiki/Bank_of_England;wikitable;Name Period | Governors;{'Name': 'Andrew Bailey', 'Period': '2020–present'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '1', 'Letter': 'A', 'Federal Reserve Bank': 'Boston', 'Branches': 'nan', 'Website': 'https://www.bostonfed.org', 'President': 'Susan M. Collins'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '2', 'Letter': 'B', 'Federal Reserve Bank': 'New York City', 'Branches': 'nan', 'Website': 'http://www.newyorkfed.org', 'President': 'John C. Williams'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '3', 'Letter': 'C', 'Federal Reserve Bank': 'Philadelphia', 'Branches': 'nan', 'Website': 'http://www.philadelphiafed.org', 'President': 'Patrick T. Harker'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '4', 'Letter': 'D', 'Federal Reserve Bank': 'Cleveland', 'Branches': 'Cincinnati, Ohio Pittsburgh, Pennsylvania', 'Website': 'http://www.clevelandfed.org', 'President': 'Beth M. Hammack'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '5', 'Letter': 'E', 'Federal Reserve Bank': 'Richmond', 'Branches': 'Baltimore, Maryland Charlotte, North Carolina', 'Website': 'http://www.richmondfed.org', 'President': 'Thomas Barkin'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '6', 'Letter': 'F', 'Federal Reserve Bank': 'Atlanta', 'Branches': 'Birmingham, Alabama Jacksonville, Florida Miami, Florida Nashville, Tennessee New Orleans, Louisiana', 'Website': 'http://www.atlantafed.org/', 'President': 'Raphael Bostic'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '7', 'Letter': 'G', 'Federal Reserve Bank': 'Chicago', 'Branches': 'Detroit, Michigan', 'Website': 'http://www.chicagofed.org', 'President': 'Austan Goolsbee'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '8', 'Letter': 'H', 'Federal Reserve Bank': 'St. Louis', 'Branches': 'Little Rock, Arkansas Louisville, Kentucky Memphis, Tennessee', 'Website': 'http://www.stlouisfed.org', 'President': 'James B. Bullard'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '9', 'Letter': 'I', 'Federal Reserve Bank': 'Minneapolis', 'Branches': 'Helena, Montana', 'Website': 'https://www.minneapolisfed.org', 'President': 'Neel Kashkari'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '10', 'Letter': 'J', 'Federal Reserve Bank': 'Kansas City', 'Branches': 'Denver, Colorado Oklahoma City, Oklahoma Omaha, Nebraska', 'Website': 'http://www.kansascityfed.org', 'President': 'Jeffrey Schmid'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '11', 'Letter': 'K', 'Federal Reserve Bank': 'Dallas', 'Branches': 'El Paso, Texas Houston, Texas San Antonio, Texas', 'Website': 'http://www.dallasfed.org', 'President': 'Lorie K. Logan'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;District Number Letter Federal Reserve Bank Branches Website President | Structure;{'District Number': '12', 'Letter': 'L', 'Federal Reserve Bank': 'San Francisco', 'Branches': 'Los Angeles, California Portland, Oregon Salt Lake City, Utah Seattle, Washington', 'Website': 'http://www.frbsf.org', 'President': 'Mary C. Daly'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;{'Portrait': 'nan', 'Current governor': 'Jerome Powell (Chair)', 'Party': 'Republican', 'Term start': 'February 5, 2018 (as chair) May 23, 2022 (reappointment)', 'Term expires': 'May 15, 2026 (as chair)'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;{'Portrait': 'nan', 'Current governor': 'Jerome Powell (Chair)', 'Party': 'Republican', 'Term start': 'May 25, 2012 (as governor) June 16, 2014 (reappointment)', 'Term expires': 'January 31, 2028 (as governor)'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;{'Portrait': 'nan', 'Current governor': 'Philip Jefferson (Vice Chair)', 'Party': 'Democratic', 'Term start': 'September 13, 2023 (as vice chair)', 'Term expires': 'September 7, 2027 (as vice chair)'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;{'Portrait': 'nan', 'Current governor': 'Philip Jefferson (Vice Chair)', 'Party': 'Democratic', 'Term start': 'May 23, 2022 (as governor)', 'Term expires': 'January 31, 2036 (as governor)'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;{'Portrait': 'nan', 'Current governor': 'Michelle Bowman (Vice Chair for Supervision)', 'Party': 'Republican', 'Term start': 'June 9, 2025 (as vice chair)', 'Term expires': 'June 9, 2029 (as vice chair)'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;{'Portrait': 'nan', 'Current governor': 'Michelle Bowman (Vice Chair for Supervision)', 'Party': 'Republican', 'Term start': 'November 26, 2018 (as governor) February 1, 2020 (reappointment)', 'Term expires': 'January 31, 2034 (as governor)'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;{'Portrait': 'nan', 'Current governor': 'Christopher Waller', 'Party': 'Republican', 'Term start': 'December 18, 2020', 'Term expires': 'January 31, 2030'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;{'Portrait': 'nan', 'Current governor': 'Lisa Cook', 'Party': 'Democratic', 'Term start': 'May 23, 2022 February 1, 2024 (reappointment)', 'Term expires': 'January 31, 2038'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;{'Portrait': 'nan', 'Current governor': 'Michael Barr', 'Party': 'Democratic', 'Term start': 'July 19, 2022', 'Term expires': 'January 31, 2032'}
United States;Federal Reserve;https://en.wikipedia.org/wiki/Federal_Reserve;wikitable;Portrait Current governor Party Term start Term expires | List of members of the board of governors;{'Portrait': 'nan', 'Current governor': 'Stephen Miran', 'Party': 'Republican', 'Term start': 'September 16, 2025', 'Term expires': 'January 31, 2026'}
Uruguay;Central Bank of Uruguay;https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay;wikitable;# Name Term of office Tenure length Notes | List of presidents;{'# | #': '1', 'Name | Name': 'Enrique V. Iglesias', 'Term of office | Start of term': 'May 16, 1967', 'Term of office | End of term': 'January 9, 1969', 'Tenure length | Tenure length': '1 year, 238 days'}
Uruguay;Central Bank of Uruguay;https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay;wikitable;# Name Term of office Tenure length Notes | List of presidents;{'# | #': '2', 'Name | Name': 'Carlos Sanguinetti', 'Term of office | Start of term': 'January 10, 1969', 'Term of office | End of term': 'October 27, 1970', 'Tenure length | Tenure length': '1 year, 290 days'}
Uruguay;Central Bank of Uruguay;https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay;wikitable;# Name Term of office Tenure length Notes | List of presidents;{'# | #': '3', 'Name | Name': 'Armando Malet', 'Term of office | Start of term': 'October 27, 1970', 'Term of office | End of term': 'November 21, 1970', 'Tenure length | Tenure length': '25 days'}
Uruguay;Central Bank of Uruguay;https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay;wikitable;# Name Term of office Tenure length Notes | List of presidents;{'# | #': '4', 'Name | Name': 'Nilo Márquez', 'Term of office | Start of term': 'December 14, 1970', 'Term of office | End of term': 'August 12, 1971', 'Tenure length | Tenure length': '241 days'}
Uruguay;Central Bank of Uruguay;https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay;wikitable;# Name Term of office Tenure length Notes | List of presidents;{'# | #': '5', 'Name | Name': 'Jorge Echeverría', 'Term of office | Start of term': 'August 12, 1971', 'Term of office | End of term': 'March 1, 1972', 'Tenure length | Tenure length': '201 days'}
Uruguay;Central Bank of Uruguay;https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay;wikitable;# Name Term of office Tenure length Notes | List of presidents;{'# | #': '6', 'Name | Name': 'Juan Pedro Amestoy', 'Term of office | Start of term': 'March 1, 1972', 'Term of office | End of term': 'June 4, 1973', 'Tenure length | Tenure length': '1 year, 95 days'}
Uruguay;Central Bank of Uruguay;https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay;wikitable;# Name Term of office Tenure length Notes | List of presidents;{'# | #': '7', 'Name | Name': 'Carlos Ricchi', 'Term of office | Start of term': 'June 4, 1973', 'Term of office | End of term': 'December 23, 1974', 'Tenure length | Tenure length': '1 year, 202 days'}
Uruguay;Central Bank of Uruguay;https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay;wikitable;# Name Term of office Tenure length Notes | List of presidents;{'# | #': '8', 'Name | Name': 'José Gil Díaz', 'Term of office | Start of term': 'December 23, 1974', 'Term of office | End of term': 'July 5, 1982', 'Tenure length | Tenure length': '7 years, 194 days'}
Uruguay;Central Bank of Uruguay;https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay;wikitable;# Name Term of office Tenure length Notes | List of presidents;{'# | #': '9', 'Name | Name': 'José María Puppo', 'Term of office | Start of term': 'July 5, 1982', 'Term of office | End of term': 'February 24, 1984', 'Tenure length | Tenure length': '1 year, 234 days'}
Uruguay;Central Bank of Uruguay;https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay;wikitable;# Name Term of office Tenure length Notes | List of presidents;{'# | #': '10', 'Name | Name': 'Juan Carlos Protasi', 'Term of office | Start of term': 'February 24, 1984', 'Term of office | End of term': 'April 15, 1985', 'Tenure length | Tenure length': '1 year, 50 days'}
Uruguay;Central Bank of Uruguay;https://en.wikipedia.org/wiki/Central_Bank_of_Uruguay;wikitable;# Name Term of office Tenure length Notes | List of presidents;{'# | #': '11', 'Name | Name': 'Ricardo Pascale', 'Term of office | Start of term': 'April 16, 1985', 'Term of office | End of term': 'April 9, 1990', 'Tenure length | Tenure length': '4 years, 358 days'}
